SRC_ID,Segment,8_name,12_code,TotDASqKm,slope,length,wbody,s_order,Stream Type,Bedform,Ph2SedReg,Class,ElevDS_m,L_m,DA      _sqkm,W_reg      _m,W_Ph2      _m,W_rat,D_reg     _m,D_mn     _m,D_rat,V_mps,Rh_m,D95_mm,D84_mm,D95toD50,D84toD50,TSP,SSPup,SSPcr_Soar_D84,SSPcr_Lea_D84,logValue_Lea,tau_cr_D84,S,VC,VC_rat,ER,WtoD,IR,d50_mm,d84_d16,nBars,nFCs,pArmor,SSP,SSP_bal,SSPcr_rat_Soar,SSP_exc_Soar,SSPcr_rat_Lea,SSP_exc_Lea,RR,SSPtoD50,SSPfrXSsprdsht,Differen_SSP,RPD_SSP
174,27_M19A,champlain,0501,47.6,0.002,855.8,FALSE,1,E4,Riffle Pool,CEFD,5,157.0,855.8,47.6,14.4,8.2,0.6,0.701,1.021,1.457,1.35,0.90,61.0,53.4,9.1,8.0,221.3,22.8,40.1,91.6,2547.4,28,0.200,32.6,1.1,11.2,8.0,1.2,6.7,52.2,8.2,0.0,0.08,15.4,0.68,0.38,-24.69712397,0.17,-76.2,16.82,2293.5,23.7,8.3,54.2
175,27_M19B,champlain,0501,46.6,0.003,2461.7,FALSE,1,C4,Riffle Pool,UST,3,159.1,2461.7,46.6,14.2,10.1,0.7,0.696,0.667,0.958,1.22,0.63,67.7,57.5,9.7,8.2,324.3,36.1,41.1,117.2,1960.5,33.7,0.300,29.5,2.8,4.5,15.2,1.3,7.0,56.3,8.1,0.0,0.13,22.8,0.63,0.55,-18.28800388,0.19,-94.4,11.02,3249.1,22.7,-0.1,-0.4
176,27_M20A,champlain,0501,43.0,0.005,699.2,FALSE,1,C4,Riffle Pool,UST,3,167.6,699.2,43.0,13.8,14.9,1.1,0.680,0.680,0.999,0.97,0.64,256.0,231.8,4.3,3.9,496.9,64.6,436.7,1002.8,646.1,156.7,0.500,10.5,2.0,2.3,21.9,1.9,59.3,225.3,7.2,1.4,0.05,36.1,0.56,0.08,-400.5879231,0.04,-966.6,2.76,608.8,30.6,-5.6,-15.4
177,27_M20B,champlain,0501,42.6,0.009,529.7,FALSE,1,F3,Riffle Pool,UST,3,171.3,529.7,42.6,13.7,15.7,1.1,0.678,0.472,0.697,0.90,0.46,724.1,246.0,3.7,1.3,883.6,28.1,743.4,1065.1,135.8,196.1,0.900,5.2,2.0,1.2,33.2,2.6,196.2,200.3,18.9,1.9,0,64.6,2.30,0.09,-678.8239505,0.06,-1000.5,1.88,329.1,36.8,-27.8,-43.0
178,27_M21A,champlain,0501,28.8,0.005,390.1,FALSE,1,B3c,Plane Bed,UST,3,176.2,390.1,28.8,11.5,9.5,0.8,0.603,0.780,1.294,1.09,0.74,724.1,244.3,3.9,1.3,323.6,22.4,817.3,901,215.9,165.2,0.500,2.6,0.2,2.1,12.2,1.4,187.2,198.7,2.6,0.0,0.05,28.1,1.25,0.03,-789.2368708,0.03,-872.9,3.03,150.0,39.5,11.4,40.8
179,27_M21B,champlain,0501,28.7,0.004,950.3,FALSE,1,C4,Riffle Pool,FSTCD,4,178.3,950.3,28.7,11.5,10.8,0.9,0.602,0.731,1.215,0.92,0.69,784.4,239.6,16.9,5.2,257.1,42.0,417.1,1025.1,1003.3,152.2,0.400,14.1,0.7,2.7,14.8,1.5,46.4,238.3,18.9,1.1,0.02,22.4,0.53,0.05,-394.7379296,0.02,-1002.7,2.89,482.0,25.0,2.7,11.9
180,27_M22-,champlain,0501,27.7,0.007678751,2421.2,FALSE,1,C4,Riffle Pool,FSTCD,4,182.6,2421.2,27.7,11.3,10.8,1.0,0.596,0.469,0.788,1.19,0.46,164.8,110.0,4.8,3.2,475.5,128.5,144.2,362,389.1,83.9,0.768,19.3,3.4,11.3,23.5,1.6,34.4,107.5,7.4,5.4,0.06,42.0,0.33,0.29,-102.1700024,0.12,-320,4.15,1222.6,41.0,-1.0,-2.3
181,27_M23-,champlain,0501,23.0,0.026415095,1373.1,FALSE,1,F4b,Plane Bed,UST,3,201.2,1373.1,23.0,10.4,9.8,0.9,0.563,0.344,0.611,0.80,0.34,522.8,358.8,9.7,6.7,1340.5,176.5,428.1,3487.9,333.6,386.6,2.642,5.6,2.5,1.2,28.3,3.9,53.7,357.8,16.0,2.9,0.01,128.5,0.73,0.30,-299.5754562,0.04,-3359.4,0.93,2394.6,69.9,-58.6,-45.6
182,27_T3.01A,champlain,0502,47.3,0.001,975,FALSE,1,E5,Dune Ripple,CEFD,5,102.1,975.0,47.3,14.3,7.2,0.5,0.700,0.686,0.980,0.91,0.62,43.5,18.8,241.3,104.3,110.0,7.6,2.6,19.9,54991.5,8.1,0.100,14.9,0.8,24.7,10.4,1.0,0.2,18.7,15.4,0.0,0,7.7,1.01,2.97,5.089619508,0.39,-12.2,32.75,42572.3,5.5,-2.2,-28.2
183,27_T3.01B,champlain,0502,46.7,0.001,560.8,FALSE,1,C4,Riffle Pool,UST,3,102.7,560.8,46.7,14.3,9.3,0.6,0.697,0.564,0.809,0.76,0.51,32.0,23.3,8.0,5.8,108.4,104.7,15.1,20.2,3071,10,0.100,18.1,3.7,20.6,16.4,1.4,4.0,23.3,25.0,3.6,0.02,7.6,0.07,0.50,-7.475320563,0.38,-12.6,21.97,1901.5,3.8,-3.8,-49.8
184,27_T3.01C,champlain,0502,45.4,0.014,1329.8,FALSE,1,C4,Riffle Pool,CEFD,5,103.3,1329.8,45.4,14.1,12.5,0.9,0.691,0.430,0.622,1.81,0.42,138.0,65.4,12.0,5.7,1473.7,63.8,43.1,218.5,447.3,59,1.400,4.9,2.0,3.2,29.3,1.0,11.5,65.3,16.5,3.8,0.05,104.7,1.64,2.43,61.56485099,0.48,-113.8,6.48,9079.1,105.1,0.5,0.5
185,27_T3.02-,champlain,0502,42.9,0.008847111,1102.4,FALSE,1,B3c,Riffle Pool,TR,1,121.3,1102.4,42.9,13.7,12.8,0.9,0.679,0.722,1.063,1.59,0.70,362.0,166.1,3.9,1.8,876.1,14.3,346.6,630.9,196.4,131.8,0.885,2.4,0.2,1.2,17.5,1.0,92.8,155.1,10.9,1.8,0,63.8,4.47,0.18,-282.7752756,0.10,-567.1,4.20,687.5,96.5,32.7,51.2
186,27_T4.01A,champlain,0501,23.9,0.005,1345.6,FALSE,1,C4,Dune Ripple,CEFD,5,114.6,1345.6,23.9,10.6,9.6,0.9,0.570,0.381,0.668,1.13,0.36,55.6,39.5,2.8,2.0,264.9,55.3,42.7,63.3,334.5,26.7,0.500,30.3,1.2,33.1,25.1,1.0,19.5,38.5,15.6,3.0,0.01,25.0,0.45,0.58,-17.70116894,0.39,-38.3,9.19,1278.0,20.0,-4.9,-19.7
187,27_T4.01B,champlain,0501,21.1,0.012,1595.6,FALSE,1,C4,Plane Bed,FSTCD,4,121.9,1595.6,21.1,10.0,9.9,1.0,0.549,0.259,0.472,0.89,0.24,135.1,97.2,2.5,1.8,555.1,91.8,145.2,306.9,155.8,84,1.200,26.2,5.3,28.9,38.2,1.5,54.9,84.9,20.1,5.6,0.05,55.3,0.60,0.38,-89.96965696,0.18,-251.6,2.51,1006.2,25.6,-29.7,-53.7
188,27_T4.02A,champlain,0501,19.4,0.021,1374.3,FALSE,1,B3,Plane Bed,UST,3,141.7,1374.3,19.4,9.7,7.4,0.8,0.535,0.527,0.985,1.53,0.49,336.6,238.0,3.4,2.4,889.1,79.7,413.4,1456.9,140.7,240.5,2.100,4.9,2.0,1.8,14.4,2.3,99.5,225.0,8.7,2.2,0.11,91.8,1.15,0.22,-321.5822105,0.06,-1365.1,2.07,922.6,155.7,63.9,69.6
189,27_T4.02B,champlain,0501,18.2,0.019,532.2,FALSE,1,B3c,Riffle Pool,FSTCD,4,170.7,532.2,18.2,9.4,8.8,0.9,0.525,0.402,0.766,1.12,0.39,456.1,236.0,5.3,2.8,750.1,37.2,390.5,1440.4,174.8,231.9,1.900,2.4,0.2,2.0,22.0,1.4,85.4,214.0,15.0,11.3,0.03,79.7,2.14,0.20,-310.8036158,0.06,-1360.7,1.65,933.6,81.4,1.7,2.1
190,27_T4.05A,champlain,0501,6.0,0.044,275.8,FALSE,1,F4a,Plane Bed,UST,3,201.2,275.8,6.0,5.8,5.0,0.9,0.377,0.311,0.824,0.82,0.30,469.5,388.0,7.5,6.2,535.3,166.1,422.9,4491,214.5,482.4,4.400,15.2,8.2,1.2,16.4,2.4,62.5,386.0,3.6,3.6,0.13,92.3,0.56,0.22,-330.5395141,0.02,-4398.6,0.78,1476.9,107.3,14.9,16.2
191,27_T4.05B,champlain,0501,5.8,0.081,564.2,FALSE,1,F3a,Step Pool,CST,2,213.3,564.2,5.8,5.7,7.4,1.3,0.373,0.302,0.808,1.56,0.29,456.1,253.5,2.5,1.4,948.1,186.5,368.8,1961.7,31.1,373.9,8.100,1.9,0.8,1.3,24.4,2.6,181.8,246.5,8.9,3.5,0,166.1,0.89,0.45,-202.6273357,0.08,-1795.5,1.13,914.0,354.3,188.2,113.3
192,27_T4.05C,champlain,0501,4.5,0.107,228.6,FALSE,1,B1a,Bedrock,TR,1,259.1,228.6,4.5,5.1,5.1,1.0,0.346,0.346,1,,,3691.5,2936.7,15.7,12.5,950.0,54.9,4237.2,137412.6,228.3,4682.4,10.700,2.4,0.3,1.6,12.0,1.0,234.4,2740.9,0.0,0.0,0,186.5,3.40,0.04,-4050.671304,0.00,-137226.1,,795.6,,-186.5,-100.0
193,27_T4.05D,champlain,0501,4.4,0.032,1332.8,FALSE,1,C4b,Plane Bed,UST,3,283.5,1332.8,4.4,5.0,5.9,1.2,0.343,0.280,0.818,1.19,0.27,301.8,171.1,5.9,3.4,276.4,14.6,187.6,1068.1,145.8,194.6,3.200,7.8,0.6,9.1,21.0,1.6,51.0,164.2,2.3,0.8,0.01,54.9,3.77,0.29,-132.7475647,0.05,-1013.3,1.60,1075.6,102.4,47.5,86.6
194,177_M12A,lamoille,0303,8.0,0.04473,293.2,FALSE,1,D,Plane Bed,DEP,6,303.3,293.2,8.0,,18.0,,,0.335,,1.32,0.34,1504.4,220.5,13.1,1.9,,,,,,,4.473,4.2,0.8,1.7,52.7,1.3,114.7,220.1,3.2,0.9,0.0,,,,,,,,,,,
195,192_M12A,lamoille,0304,26.5,0.01456,915.9,FALSE,1,D,Braided,DEP,6,188.7,915.9,26.5,,20.7,,,0.52,,,0.49,216.2,149.0,4.5,3.1,,,,,,,1.456,15.4,0.4,4.3,39.2,1,47.9,133.0,21.8,14.2,0.21,,,,,,,,,,,
196,36_T1.01B,winooski,0504,10.9,0.03918,378.6,FALSE,1,C,Riffle Pool,DEP,6,169.1,378.6,10.9,,11.9,,,0.30,,,0.30,107.6,50.3,6.0,2.8,,,,,,,3.918,11.2,0.9,9.3,37.8,1.1,18.0,49.6,31.7,26.4,0.02,,,,,,,,,,,
197,36_T3.01B,winooski,0504,23.5,0.02036,1084.2,FALSE,1,C,Riffle Pool,DEP,6,186.0,1084.2,23.5,,28.0,,,0.30,,,0.29,216.2,149.0,4.7,3.2,,,,,,,1.295,6.4,0.5,2.5,99.8,1,46.1,140.1,21.2,18.4,0.00,,,,,,,,,,,
